content_id,source_url,title,section,context,chunk_index,question,reference_answer,question_type
205,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전",왜 다시 딥 러닝인가?,"딥 러닝이 부활하게 된 이유는 크게 세 가지로 꼽힌다. 첫 번째는 앞서 딥 러닝의 역사에서 언급한 바 있는 기존인공신경망모델의 단점이 극복되었다는 점이다. 그러나과적합문제만 해결되었다고 해서 느린 학습시간이 줄어드는 것은 아니다. 두 번째 이유로, 여기에는 하드웨어의 발전이라는 또다른 요인이 존재 한다. 특히 강력한GPU는 딥 러닝에서 복잡한 행렬 연산에 소요되는 시간을 크게 단축시켰다. 마지막으로 언급하지만 가장 중요한 세 번째 이유로 빅 데이터를 들 수 있다. 대량으로 쏟아져 나오는 데이터들, 그리고 그것들을 수집하기 위한 노력 특히 SNS 사용자들에 의해 생산되는 다량의 자료와 태그정보들 모두가 종합되고 분석 되어 학습에 이용될 수 있다. -인공신경망의 학습에 사용되는 트레이닝벡터는 이름이 붙어 있는(labeled) 데이터여야 하는데(supervised learning의 경우) 대량의 트레이닝셋 모두에 label을 달아주는 일은 불가능한 일이다. 이런 이유로 초기 학습에 사용되는 일부 데이터에 대해서만 지도학습(supervised learning)을 수행하고 나머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)을 진행하며, 학습된 결과는 기존 학습의 결과와 앞서 분석된 메타태그 정보들을 종합하여 인식기가 완성 된다.",2-0,딥 러닝에서 '왜 다시 딥 러닝인가?'은(는) 무엇을 다루나요?,"딥 러닝이 부활하게 된 이유는 크게 세 가지로 꼽힌다. 첫 번째는 앞서 딥 러닝의 역사에서 언급한 바 있는 기존인공신경망모델의 단점이 극복되었다는 점이다. 그러나과적합문제만 해결되었다고 해서 느린 학습시간이 줄어드는 것은 아니다. 두 번째 이유로, 여기에는 하드웨어의 발전이라는 또다른 요인이 존재 한다. 특히 강력한GPU는 딥 러닝에서 복잡한 행렬 연산에 소요되는 시간을 크게 단축시켰다. 마지막으로 언급하지만 가장 중요한 세 번째 이유로 빅 데이터를 들 수 있다. 대량으로 쏟아져 나오는 데이터들, 그리고 그것들을 수집하기 위한 노력 특히 SNS 사용자들에 의해 생산되는 다량의 자료와 태그정보들 모두가 종합되고 분석 되어 학습에 이용될 수 있다. -인공신경망의 학습에 사용되는 트레이닝벡터는 이름이 붙어 있는(labeled) 데이터여야 하는데(supervised learning의 경우) 대량의 트레이닝셋 모두에 label을 달아주는 일은 불가능한 일이다. 이런 이유로 초기 학습에 사용되",summarization
206,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전",왜 다시 딥 러닝인가?,"딥 러닝이 부활하게 된 이유는 크게 세 가지로 꼽힌다. 첫 번째는 앞서 딥 러닝의 역사에서 언급한 바 있는 기존인공신경망모델의 단점이 극복되었다는 점이다. 그러나과적합문제만 해결되었다고 해서 느린 학습시간이 줄어드는 것은 아니다. 두 번째 이유로, 여기에는 하드웨어의 발전이라는 또다른 요인이 존재 한다. 특히 강력한GPU는 딥 러닝에서 복잡한 행렬 연산에 소요되는 시간을 크게 단축시켰다. 마지막으로 언급하지만 가장 중요한 세 번째 이유로 빅 데이터를 들 수 있다. 대량으로 쏟아져 나오는 데이터들, 그리고 그것들을 수집하기 위한 노력 특히 SNS 사용자들에 의해 생산되는 다량의 자료와 태그정보들 모두가 종합되고 분석 되어 학습에 이용될 수 있다. -인공신경망의 학습에 사용되는 트레이닝벡터는 이름이 붙어 있는(labeled) 데이터여야 하는데(supervised learning의 경우) 대량의 트레이닝셋 모두에 label을 달아주는 일은 불가능한 일이다. 이런 이유로 초기 학습에 사용되는 일부 데이터에 대해서만 지도학습(supervised learning)을 수행하고 나머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)을 진행하며, 학습된 결과는 기존 학습의 결과와 앞서 분석된 메타태그 정보들을 종합하여 인식기가 완성 된다.",2-0,되는 트레이닝벡터는 이름이 붙어 있는(labeled)의 정의를 설명해주세요.,-인공신경망의 학습에 사용되는 트레이닝벡터는 이름이 붙어 있는(labeled) 데이터여야 하는데(supervised learning의 경우) 대량의 트레이닝셋 모두에 label을 달아주는 일은 불가능한 일이다.,definition
207,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전",왜 다시 딥 러닝인가?,"딥 러닝이 부활하게 된 이유는 크게 세 가지로 꼽힌다. 첫 번째는 앞서 딥 러닝의 역사에서 언급한 바 있는 기존인공신경망모델의 단점이 극복되었다는 점이다. 그러나과적합문제만 해결되었다고 해서 느린 학습시간이 줄어드는 것은 아니다. 두 번째 이유로, 여기에는 하드웨어의 발전이라는 또다른 요인이 존재 한다. 특히 강력한GPU는 딥 러닝에서 복잡한 행렬 연산에 소요되는 시간을 크게 단축시켰다. 마지막으로 언급하지만 가장 중요한 세 번째 이유로 빅 데이터를 들 수 있다. 대량으로 쏟아져 나오는 데이터들, 그리고 그것들을 수집하기 위한 노력 특히 SNS 사용자들에 의해 생산되는 다량의 자료와 태그정보들 모두가 종합되고 분석 되어 학습에 이용될 수 있다. -인공신경망의 학습에 사용되는 트레이닝벡터는 이름이 붙어 있는(labeled) 데이터여야 하는데(supervised learning의 경우) 대량의 트레이닝셋 모두에 label을 달아주는 일은 불가능한 일이다. 이런 이유로 초기 학습에 사용되는 일부 데이터에 대해서만 지도학습(supervised learning)을 수행하고 나머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)을 진행하며, 학습된 결과는 기존 학습의 결과와 앞서 분석된 메타태그 정보들을 종합하여 인식기가 완성 된다.",2-0,되는 일부 데이터에 대해서만 지도학습(supervised learning)의 정의를 설명해주세요.,"이런 이유로 초기 학습에 사용되는 일부 데이터에 대해서만 지도학습(supervised learning)을 수행하고 나머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)을 진행하며, 학습된 결과는 기존 학습의 결과와 앞서 분석된 메타태그 정보들을 종합하여 인식기가 완성 된다.",definition
208,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전",왜 다시 딥 러닝인가?,"딥 러닝이 부활하게 된 이유는 크게 세 가지로 꼽힌다. 첫 번째는 앞서 딥 러닝의 역사에서 언급한 바 있는 기존인공신경망모델의 단점이 극복되었다는 점이다. 그러나과적합문제만 해결되었다고 해서 느린 학습시간이 줄어드는 것은 아니다. 두 번째 이유로, 여기에는 하드웨어의 발전이라는 또다른 요인이 존재 한다. 특히 강력한GPU는 딥 러닝에서 복잡한 행렬 연산에 소요되는 시간을 크게 단축시켰다. 마지막으로 언급하지만 가장 중요한 세 번째 이유로 빅 데이터를 들 수 있다. 대량으로 쏟아져 나오는 데이터들, 그리고 그것들을 수집하기 위한 노력 특히 SNS 사용자들에 의해 생산되는 다량의 자료와 태그정보들 모두가 종합되고 분석 되어 학습에 이용될 수 있다. -인공신경망의 학습에 사용되는 트레이닝벡터는 이름이 붙어 있는(labeled) 데이터여야 하는데(supervised learning의 경우) 대량의 트레이닝셋 모두에 label을 달아주는 일은 불가능한 일이다. 이런 이유로 초기 학습에 사용되는 일부 데이터에 대해서만 지도학습(supervised learning)을 수행하고 나머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)을 진행하며, 학습된 결과는 기존 학습의 결과와 앞서 분석된 메타태그 정보들을 종합하여 인식기가 완성 된다.",2-0,머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)의 정의를 설명해주세요.,"이런 이유로 초기 학습에 사용되는 일부 데이터에 대해서만 지도학습(supervised learning)을 수행하고 나머지 트레이닝셋에 대해서는 비지도학습(unsupervised learning)을 진행하며, 학습된 결과는 기존 학습의 결과와 앞서 분석된 메타태그 정보들을 종합하여 인식기가 완성 된다.",definition
209,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전",왜 다시 딥 러닝인가?,"딥 러닝의 부활 이후 다양한 분야, 특히 자동 음성 인식(ASR, automatic speech recognition)과 컴퓨터비전 분야에서 최고수준의 성능을 보여주고 있으며 이들은 보통 딥 러닝의 새로운 응용들의 지속적인 성능 향상을 위해 만들어진 TIMIT(Texas Instruments와 MIT가 제작한 음성 Database), MNIST(이미지 클러스터링을 위한 hand-written 숫자 이미지 데이터베이스로 National Institute of Standards and Technology가 제작) 등의 데이터베이스를 사용했다. 최근에는 Convolution Neural Networks 기반의 딥 러닝 알고리즘이 뛰어난 성능을 발휘하고 있으며, 컴퓨터비전과 음성인식등의 분야에서 특히 탁월한 성능을 보이고 있다. 다양한 종류의 심층 신경망 구조가 존재하지만, 대부분의 경우 대표적인 몇 가지 구조들에서 파생된 것이다. 그렇지만 여러 종류의 구조들의 성능을 동시에 비교하는 것이 항상 가능한 것은 아닌데, 그 이유는 특정 구조들의 경우 주어진데이터집합에 적합하도록 구현되지 않은 경우도 있기 때문이다.",2-1,"특히 자동 음성 인식(ASR, automatic speech recognition)의 정의를 설명해주세요.","딥 러닝의 부활 이후 다양한 분야, 특히 자동 음성 인식(ASR, automatic speech recognition)과 컴퓨터비전 분야에서 최고수준의 성능을 보여주고 있으며 이들은 보통 딥 러닝의 새로운 응용들의 지속적인 성능 향상을 위해 만들어진 TIMIT(Texas Instruments와 MIT가 제작한 음성 Database), MNIST(이미지 클러스터링을 위한 hand-written 숫자 이미지 데이터베이스로 National Institute of Standards and Technology가 제작) 등의 데이터베이스를 사용했다.",definition
210,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.심층 신경망은 일반적인인공신경망과 마찬가지로 복잡한비선형관계(non-linear relationship)들을모델링할 수 있다. 예를 들어, 물체 식별모델을 위한 심층 신경망 구조에서는 각 물체가 영상의 기본적 요소들의 계층적 구성으로 표현될 수 있다.이때, 추가 계층들은 점진적으로 모여진 하위 계층들의 특징들을 규합시킬 수 있다. 심층 신경망의 이러한 특징은, 비슷하게 수행된인공신경망에 비해 더 적은 수의유닛(unit, node)들 만으로도 복잡한데이터를모델링할 수 있게 해준다. 이전의 심층 신경망들은 보통 앞먹임 신경망으로 설계되어 왔지만, 최근의 연구들은 심층 학습 구조들을 순환 신경망(Recurrent Neural Network, RNN)에 성공적으로 적용했다.",3-0,"딥 러닝에서 '심층 신경망(Deep Neural Network, DNN)'은(는) 무엇을 다루나요?","심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.심층 신경망은 일반적인인공신경망과 마찬가지로 복잡한비선형관계(non-linear relationship)들을모델링할 수 있다. 예를 들어, 물체 식별모델을 위한 심층 신경망 구조에서는 각 물체가 영상의 기본적 요소들의 계층적 구성으로 표현될 수 있다.이때, 추가 계층들은 점진적으로 모여진 하위 계층들의 특징들을 규합시킬 수 있다. 심층 신경망의 이러한 특징은, 비슷하게 수행된인공신경망에 비해 더 적은 수의유닛(unit, node)들 만으로도 복잡한데이터를모델링할 수 있게 해준다. 이전의 심층 신경망들은 보통 앞먹임 신경망으로 설계되어 왔지만, 최근의 연구들은 심층 학습 구조들을 순환 신경망(Recurrent Neural Networ",summarization
211,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.심층 신경망은 일반적인인공신경망과 마찬가지로 복잡한비선형관계(non-linear relationship)들을모델링할 수 있다. 예를 들어, 물체 식별모델을 위한 심층 신경망 구조에서는 각 물체가 영상의 기본적 요소들의 계층적 구성으로 표현될 수 있다.이때, 추가 계층들은 점진적으로 모여진 하위 계층들의 특징들을 규합시킬 수 있다. 심층 신경망의 이러한 특징은, 비슷하게 수행된인공신경망에 비해 더 적은 수의유닛(unit, node)들 만으로도 복잡한데이터를모델링할 수 있게 해준다. 이전의 심층 신경망들은 보통 앞먹임 신경망으로 설계되어 왔지만, 최근의 연구들은 심층 학습 구조들을 순환 신경망(Recurrent Neural Network, RNN)에 성공적으로 적용했다.",3-0,"심층 신경망(Deep Neural Network, DNN)의 정의를 설명해주세요.","심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.",definition
212,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.심층 신경망은 일반적인인공신경망과 마찬가지로 복잡한비선형관계(non-linear relationship)들을모델링할 수 있다. 예를 들어, 물체 식별모델을 위한 심층 신경망 구조에서는 각 물체가 영상의 기본적 요소들의 계층적 구성으로 표현될 수 있다.이때, 추가 계층들은 점진적으로 모여진 하위 계층들의 특징들을 규합시킬 수 있다. 심층 신경망의 이러한 특징은, 비슷하게 수행된인공신경망에 비해 더 적은 수의유닛(unit, node)들 만으로도 복잡한데이터를모델링할 수 있게 해준다. 이전의 심층 신경망들은 보통 앞먹임 신경망으로 설계되어 왔지만, 최근의 연구들은 심층 학습 구조들을 순환 신경망(Recurrent Neural Network, RNN)에 성공적으로 적용했다.",3-0,은 입력층(input layer)의 정의를 설명해주세요.,"심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.",definition
213,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.심층 신경망은 일반적인인공신경망과 마찬가지로 복잡한비선형관계(non-linear relationship)들을모델링할 수 있다. 예를 들어, 물체 식별모델을 위한 심층 신경망 구조에서는 각 물체가 영상의 기본적 요소들의 계층적 구성으로 표현될 수 있다.이때, 추가 계층들은 점진적으로 모여진 하위 계층들의 특징들을 규합시킬 수 있다. 심층 신경망의 이러한 특징은, 비슷하게 수행된인공신경망에 비해 더 적은 수의유닛(unit, node)들 만으로도 복잡한데이터를모델링할 수 있게 해준다. 이전의 심층 신경망들은 보통 앞먹임 신경망으로 설계되어 왔지만, 최근의 연구들은 심층 학습 구조들을 순환 신경망(Recurrent Neural Network, RNN)에 성공적으로 적용했다.",3-0,과 출력층(output layer)의 정의를 설명해주세요.,"심층 신경망(Deep Neural Network, DNN)은 입력층(input layer)과 출력층(output layer) 사이에 여러 개의 은닉층(hidden layer)들로 이뤄진인공신경망(Artificial Neural Network, ANN)이다.",definition
214,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","일례로 언어 모델링(language modeling) 분야에 심층 신경망 구조를 적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 경우에는컴퓨터 비전(computer vision) 분야에서 잘 적용되었을 뿐만 아니라, 각각의 성공적인 적용 사례에 대한 문서화 또한 잘 되어 있다.더욱 최근에는 합성곱 신경망이 자동음성인식(Automatic Speech Recognition, ASR)을 위한 음향 모델링(acoustic modeling) 분야에 적용되었으며, 기존의모델들보다 더욱 성공적으로 적용되었다는 평가를 받고 있다. 심층 신경망은 표준오류역전파 알고리즘으로 학습될 수 있다. 이때, 가중치(weight)들은 아래의 등식을 이용한 확률적경사 하강법(stochastic gradient descent)을 통하여 갱신될 수 있다. 여기서,η{\displaystyle \eta }는 학습률(learning rate)을 의미하며,C{\displaystyle C}는비용함수(cost function)를 의미한다.비용함수의 선택은 학습의 형태(지도 학습,자율 학습 (기계 학습),강화 학습등)와 활성화함수(activation function)같은 요인들에 의해서 결정된다. 예를 들면, 다종 분류 문제(multiclass classification problem)에지도 학습을 수행할 때, 일반적으로 활성화함수와비용함수는 각각 softmax 함수와 교차 엔트로피 함수(cross entropy function)로 결정된다.",3-1,일례로 언어 모델링(language modeling)의 정의를 설명해주세요.,"일례로 언어 모델링(language modeling) 분야에 심층 신경망 구조를 적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 경우에는컴퓨터 비전(computer vision) 분야에서 잘 적용되었을 뿐만 아니라, 각각의 성공적인 적용 사례에 대한 문서화 또한 잘 되어 있다.",definition
215,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","일례로 언어 모델링(language modeling) 분야에 심층 신경망 구조를 적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 경우에는컴퓨터 비전(computer vision) 분야에서 잘 적용되었을 뿐만 아니라, 각각의 성공적인 적용 사례에 대한 문서화 또한 잘 되어 있다.더욱 최근에는 합성곱 신경망이 자동음성인식(Automatic Speech Recognition, ASR)을 위한 음향 모델링(acoustic modeling) 분야에 적용되었으며, 기존의모델들보다 더욱 성공적으로 적용되었다는 평가를 받고 있다. 심층 신경망은 표준오류역전파 알고리즘으로 학습될 수 있다. 이때, 가중치(weight)들은 아래의 등식을 이용한 확률적경사 하강법(stochastic gradient descent)을 통하여 갱신될 수 있다. 여기서,η{\displaystyle \eta }는 학습률(learning rate)을 의미하며,C{\displaystyle C}는비용함수(cost function)를 의미한다.비용함수의 선택은 학습의 형태(지도 학습,자율 학습 (기계 학습),강화 학습등)와 활성화함수(activation function)같은 요인들에 의해서 결정된다. 예를 들면, 다종 분류 문제(multiclass classification problem)에지도 학습을 수행할 때, 일반적으로 활성화함수와비용함수는 각각 softmax 함수와 교차 엔트로피 함수(cross entropy function)로 결정된다.",3-1,"적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 정의를 설명해주세요.","일례로 언어 모델링(language modeling) 분야에 심층 신경망 구조를 적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 경우에는컴퓨터 비전(computer vision) 분야에서 잘 적용되었을 뿐만 아니라, 각각의 성공적인 적용 사례에 대한 문서화 또한 잘 되어 있다.",definition
216,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","일례로 언어 모델링(language modeling) 분야에 심층 신경망 구조를 적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 경우에는컴퓨터 비전(computer vision) 분야에서 잘 적용되었을 뿐만 아니라, 각각의 성공적인 적용 사례에 대한 문서화 또한 잘 되어 있다.더욱 최근에는 합성곱 신경망이 자동음성인식(Automatic Speech Recognition, ASR)을 위한 음향 모델링(acoustic modeling) 분야에 적용되었으며, 기존의모델들보다 더욱 성공적으로 적용되었다는 평가를 받고 있다. 심층 신경망은 표준오류역전파 알고리즘으로 학습될 수 있다. 이때, 가중치(weight)들은 아래의 등식을 이용한 확률적경사 하강법(stochastic gradient descent)을 통하여 갱신될 수 있다. 여기서,η{\displaystyle \eta }는 학습률(learning rate)을 의미하며,C{\displaystyle C}는비용함수(cost function)를 의미한다.비용함수의 선택은 학습의 형태(지도 학습,자율 학습 (기계 학습),강화 학습등)와 활성화함수(activation function)같은 요인들에 의해서 결정된다. 예를 들면, 다종 분류 문제(multiclass classification problem)에지도 학습을 수행할 때, 일반적으로 활성화함수와비용함수는 각각 softmax 함수와 교차 엔트로피 함수(cross entropy function)로 결정된다.",3-1,의 경우에는컴퓨터 비전(computer vision)의 정의를 설명해주세요.,"일례로 언어 모델링(language modeling) 분야에 심층 신경망 구조를 적용한 사례 등이 있다합성곱 신경망(Convolutional Neural Network, CNN)의 경우에는컴퓨터 비전(computer vision) 분야에서 잘 적용되었을 뿐만 아니라, 각각의 성공적인 적용 사례에 대한 문서화 또한 잘 되어 있다.",definition
217,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","softmax 함수는pj=exp⁡(xj)∑kexp⁡(xk){\displaystyle p_{j}={\frac {\exp(x_{j})}{\sum _{k}\exp(x_{k})}}}로 정의된다, 이때,pj{\displaystyle p_{j}}는 클래스 확률(class probability)을 나타내며,xj{\displaystyle x_{j}}와xk{\displaystyle x_{k}}는 각각 유닛j{\displaystyle j}로의 전체 입력(total input)과 유닛k{\displaystyle k}로의 전체 입력을 나타낸다. 교차 엔트로피는C=−∑jdjlog⁡(pj){\displaystyle C=-\sum _{j}d_{j}\log(p_{j})}로 정의된다, 이때,dj{\displaystyle d_{j}}는 출력 유닛j{\displaystyle j}에 대한 목표 확률(target probability)을 나타내며,pj{\displaystyle p_{j}}는 해당 활성화함수를 적용한 이후의j{\displaystyle j}에 대한 확률 출력(probability output)이다.",3-2,는 클래스 확률(class probability)의 정의를 설명해주세요.,"softmax 함수는pj=exp⁡(xj)∑kexp⁡(xk){\displaystyle p_{j}={\frac {\exp(x_{j})}{\sum _{k}\exp(x_{k})}}}로 정의된다, 이때,pj{\displaystyle p_{j}}는 클래스 확률(class probability)을 나타내며,xj{\displaystyle x_{j}}와xk{\displaystyle x_{k}}는 각각 유닛j{\displaystyle j}로의 전체 입력(total input)과 유닛k{\displaystyle k}로의 전체 입력을 나타낸다.",definition
218,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","softmax 함수는pj=exp⁡(xj)∑kexp⁡(xk){\displaystyle p_{j}={\frac {\exp(x_{j})}{\sum _{k}\exp(x_{k})}}}로 정의된다, 이때,pj{\displaystyle p_{j}}는 클래스 확률(class probability)을 나타내며,xj{\displaystyle x_{j}}와xk{\displaystyle x_{k}}는 각각 유닛j{\displaystyle j}로의 전체 입력(total input)과 유닛k{\displaystyle k}로의 전체 입력을 나타낸다. 교차 엔트로피는C=−∑jdjlog⁡(pj){\displaystyle C=-\sum _{j}d_{j}\log(p_{j})}로 정의된다, 이때,dj{\displaystyle d_{j}}는 출력 유닛j{\displaystyle j}에 대한 목표 확률(target probability)을 나타내며,pj{\displaystyle p_{j}}는 해당 활성화함수를 적용한 이후의j{\displaystyle j}에 대한 확률 출력(probability output)이다.",3-2,로의 전체 입력(total input)의 정의를 설명해주세요.,"softmax 함수는pj=exp⁡(xj)∑kexp⁡(xk){\displaystyle p_{j}={\frac {\exp(x_{j})}{\sum _{k}\exp(x_{k})}}}로 정의된다, 이때,pj{\displaystyle p_{j}}는 클래스 확률(class probability)을 나타내며,xj{\displaystyle x_{j}}와xk{\displaystyle x_{k}}는 각각 유닛j{\displaystyle j}로의 전체 입력(total input)과 유닛k{\displaystyle k}로의 전체 입력을 나타낸다.",definition
219,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전","심층 신경망(Deep Neural Network, DNN)","softmax 함수는pj=exp⁡(xj)∑kexp⁡(xk){\displaystyle p_{j}={\frac {\exp(x_{j})}{\sum _{k}\exp(x_{k})}}}로 정의된다, 이때,pj{\displaystyle p_{j}}는 클래스 확률(class probability)을 나타내며,xj{\displaystyle x_{j}}와xk{\displaystyle x_{k}}는 각각 유닛j{\displaystyle j}로의 전체 입력(total input)과 유닛k{\displaystyle k}로의 전체 입력을 나타낸다. 교차 엔트로피는C=−∑jdjlog⁡(pj){\displaystyle C=-\sum _{j}d_{j}\log(p_{j})}로 정의된다, 이때,dj{\displaystyle d_{j}}는 출력 유닛j{\displaystyle j}에 대한 목표 확률(target probability)을 나타내며,pj{\displaystyle p_{j}}는 해당 활성화함수를 적용한 이후의j{\displaystyle j}에 대한 확률 출력(probability output)이다.",3-2,에 대한 목표 확률(target probability)의 정의를 설명해주세요.,"교차 엔트로피는C=−∑jdjlog⁡(pj){\displaystyle C=-\sum _{j}d_{j}\log(p_{j})}로 정의된다, 이때,dj{\displaystyle d_{j}}는 출력 유닛j{\displaystyle j}에 대한 목표 확률(target probability)을 나타내며,pj{\displaystyle p_{j}}는 해당 활성화함수를 적용한 이후의j{\displaystyle j}에 대한 확률 출력(probability output)이다.",definition
220,https://ko.wikipedia.org/wiki/%EB%94%A5_%EB%9F%AC%EB%8B%9D,"딥 러닝 - 위키백과, 우리 모두의 백과사전",심층 신경망의 문제점,"기존의인공신경망과 같이, 심층 신경망 또한 나이브(naive)한 방식으로 학습될 경우 많은 문제들이 발생할 수 있다. 그 중과적합과 높은시간 복잡도가 흔히 발생하는 문제들이다. 심층 신경망이과적합에 취약한 이유는 추가된 계층들이 학습데이터의 rare dependency의 모형화가 가능하도록 해주기 때문이다.과적합을 극복하기 위해서 weight decay (ℓ2{\displaystyle \ell _{2}}–regularization) 또는 sparsity (ℓ1{\displaystyle \ell _{1}}–regularization) 와 같은정칙화(regularization) 방법들이 사용될 수 있다.그리고 최근에 들어서는 심층 신경망에 적용되고 있는 정칙화 방법 중 하나로 dropout 정칙화가 등장했다. dropout 정칙화에서는 학습 도중 은닉 계층들의 몇몇유닛들이 임의로 생략된다. 이러한 방법은 학습 데이터(training data)에서 발생할 수 있는 rare dependency를 해결하는데 도움을 준다. 오차역전파법과경사 하강법은 구현의 용이함과 국지적 최적화(local optima)에 잘 도달한다는 특성으로 인해 다른 방법들에 비해 선호되어온 방법들이다. 그러나 이 방법들은 심층 신경망을 학습 시킬 때시간 복잡도가 매우 높다. 심층 신경망을 학습시킬 때에는 크기(계층의 수 와 계층 당 유닛 수), 학습률, 초기 가중치 등 많은매개변수(parameter)들이 고려되어야 한다.",4-0,딥 러닝에서 '심층 신경망의 문제점'은(는) 무엇을 다루나요?,"기존의인공신경망과 같이, 심층 신경망 또한 나이브(naive)한 방식으로 학습될 경우 많은 문제들이 발생할 수 있다. 그 중과적합과 높은시간 복잡도가 흔히 발생하는 문제들이다. 심층 신경망이과적합에 취약한 이유는 추가된 계층들이 학습데이터의 rare dependency의 모형화가 가능하도록 해주기 때문이다.과적합을 극복하기 위해서 weight decay (ℓ2{\displaystyle \ell _{2}}–regularization) 또는 sparsity (ℓ1{\displaystyle \ell _{1}}–regularization) 와 같은정칙화(regularization) 방법들이 사용될 수 있다.그리고 최근에 들어서는 심층 신경망에 적용되고 있는 정칙화 방법 중 하나로 dropout 정칙화가 등장했다. dropout 정칙화에서는 학습 도중 은닉 계층들의 몇몇유닛들이 임의로 생략된다. 이러한 방법은 학습 데이터(training data)에서 발생할 수 있는 rare dependen",summarization
