content_id,source_url,title,text,chunk_index,question,expected_keywords
144,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","형 언어 모델접근 방식을 사용하는 도구 및 기술과자유 에너지 원리에 기반한인공 일반 지능의 새로운 방향에서 영국 신경과학자이자 유니버시티 칼리지 런던의 이론가인칼 J. 프리스턴등에 의해 연구되고 있다.

## 형태소 분석

자연 언어 처리에서 말하는형태소 분석이란 어떤 대상어절을 최소의 의미 단위인 '형태소'로 분석하는 것을 의미한다. (형태소는 단어 그 자체가 될 수도 있고, 일반적으로는 단어보다 작은 단위이다.)정보 검색 엔진에서한국어의색인어 추출에 많이 사용한다.
형태소 분석 단계에서 문제가 되는 부분은 미등록어, 오탈자, 띄어쓰기 오류 등에 의한 형태소 분석의 오류, 중의성이나 신조어 처리 등이 있는데, 이들은 형태소 분석에 치명적인 약점이라 할 수 있다. 복합 명사 분해도 형태소 분석의 어려운 문제 중 하나이다. 복합 명사란 하나 이상의 단어가 합쳐서 새로운 의미를 생성해 낸 단어로 '봄바람' 정보검색' '종합정보시스템' 등을 그 예로 들 수 있다.",18,언어 모델접근 방식을 사용하는 도구의 주요 특징은 무엇인가요?,"언어 모델접근 방식을 사용하는 도구,기술과자유 에너지 원리에 기반한인공 일반 지능의 새로운 방향에서 영국 신경과학자이자 유니버시티 칼리지 런던의 이론가인칼,프리스턴등에 의해 연구되고 있다,형태소 분석,자연 언어 처리에서 말하는형태소 분석이란 어떤 대상어절을 최소의 의미 단위인"
145,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","를 생성해 낸 단어로 '봄바람' 정보검색' '종합정보시스템' 등을 그 예로 들 수 있다. 이러한 단어는 한국어에서 띄어쓰기에 따른 형식도 불분명할 뿐만 아니라 다양한 복합 유형 등에 따라 의미의 통합이나 분해가 다양한 양상을 보이기 때문에 이들 형태소를 분석하는 것은 매우 어려운 문제이다. 기계적으로 복합명사를 처리하는 방식 중의 하나는, 음절 단위를 기반으로 하는 bi-gram이 있다. 예를 들어, '복합 명사'는 음절 단위로 '복합+명사', '복+합명사', '복합명+사'의 세 가지 형태로 쪼갤 수 있고, 이 중 가장 적합한 분해 결과를 문서 내에서 출현하는 빈도 등의 추가 정보를 통해 선택하는 알고리즘이 있을 수 있다. 일반적으로, 다양하게 쪼개지는 분석 결과들 중에서 적합한 결과를 선택하기 위해,테이블 파싱이라는동적 프로그래밍방법을 사용한다.
나는 → 나(대명사) + 는(조사)
나는 → 날(동사) + 는(관형형어미)",19,"자연어 처리 - 위키백과, 우리 모두의 백과사전에서 생성해은 어떤 역할을 하나요?","생성해,단어로,봄바람,정보검색,종합정보시스템"
146,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","을 사용한다.
나는 → 나(대명사) + 는(조사)
나는 → 날(동사) + 는(관형형어미)
형태소 분석을 통해 나온 결과 중 가장 적합한 형태의 품사를 부착하는 것을 말한다.
보통태거라고 하는 모듈이 이 기능을 수행한다. 이는 형태소 분석기가 출력한 다양한 분석 결과 중에서 문맥에 적합한 하나의 분석 결과를 선택하는모듈이라 할 수 있다. 분석 시 문맥 좌우에 위치한중의성해소의 힌트가 되는 정보를 이용해서 적합한 분석 결과를 선택한다. 보통 태거는 대규모의 품사부착 말뭉치를 이용해서 구현하는데은닉 마르코프 모델(HMM)이 널리 사용되고 있다.
'나는'이라는 어절에 대한 형태소 분석이 다음과 같다면
나는 → 나(대명사) + 는(조사)
나는 → 날(동사) + 는(관형형어미)
다음과 같이 적절한 품사를 부착하는 것이 품사 부착이다.
나는 오늘 학교에 갔다' → '나(대명사)+는(조사)오늘 학교+에 가다+았+다'",20,대명사의 주요 특징은 무엇인가요?,"대명사,관형형어미,사용한다,형태소 분석을 통해 나온 결과,가장 적합한 형태의 품사를 부착하는 것을 말한다"
147,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","착이다.
나는 오늘 학교에 갔다' → '나(대명사)+는(조사)오늘 학교+에 가다+았+다'
하늘을 나는 새를 보았다' → '하늘+을날(동사)+는(관형형어미)새+를 보다+았+다'

## 구절 단위 분석

구단위 분석은 명사구, 동사구, 부사구 등의 덩어리를 의미한다.서울시 서초구 서초동에 있는 가장 유명한 회사는 어디인가요? →서울시 서초구 서초동에 있는가장 유명한회사는 어디인가요?이 해결책은 정말이지 여기에는 적합하지 않아 →이 해결책은정말이지여기에는적합하지 않아
서울시 서초구 서초동에 있는 가장 유명한 회사는 어디인가요? →서울시 서초구 서초동에 있는가장 유명한회사는 어디인가요?
이 해결책은 정말이지 여기에는 적합하지 않아 →이 해결책은정말이지여기에는적합하지 않아
절단위 분석은중문,복문등의 문장을단문단위로 분해하는 역할을 수행한다.이 영화는 재미있었는데, 저 영화는 흥미 없었다 →이 영화는 재미있었는데, 저 영화는 흥미 없었다어제 내가 본 그 영화는 아주 재미있었다 →어제 내가 본",21,서울시 서초구 서초동에 있는가장 유명한회사는 어디인가요의 주요 특징은 무엇인가요?,"서울시 서초구 서초동에 있는가장 유명한회사는 어디인가요,해결책은 정말이지 여기에는 적합하지 않아,영화는 재미있었는데,착이다,나는 오늘 학교에 갔다"
148,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","있었는데, 저 영화는 흥미 없었다어제 내가 본 그 영화는 아주 재미있었다 →어제 내가 본 그 영화는 아주 재미있었다.나는 오늘 하늘을 나는 새를 보았다 → 나는 오늘하늘을 나는 새를 보았다
이 영화는 재미있었는데, 저 영화는 흥미 없었다 →이 영화는 재미있었는데, 저 영화는 흥미 없었다
어제 내가 본 그 영화는 아주 재미있었다 →어제 내가 본 그 영화는 아주 재미있었다.
나는 오늘 하늘을 나는 새를 보았다 → 나는 오늘하늘을 나는 새를 보았다
이와 같이, 구 단위 분석을 먼저 수행하고 절 단위 분석을 해서 보다 큰 단위로 만든다. 이러한 분석은 다음 단계인구문 분석에서의 중의성을 해소하는 데 아주 중요한 역할을 수행한다고 할 수 있다.
분포 의미론
자연어 이해
Word2vec
↑Eisenstein, Jacob (2019년 10월 1일).《Introduction to Natural Language Processing》. The MIT Press.",22,영화는 아주 재미있었다에 대해 설명해주세요.,"영화는 아주 재미있었다,어제 내가,나는 오늘 하늘을 나는 새를 보았다,영화는 재미있었는데,있었는데"
149,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","n to Natural Language Processing》. The MIT Press. 1쪽.ISBN978-0-262-04284-0.
↑전철홍 2024, 39쪽
↑“NLP”.
↑Hutchins, J. (2005).“The history of machine translation in a nutshell”(PDF). 2019년 7월 13일에원본 문서(PDF)에서 보존된 문서. 2019년 2월 4일에 확인함.[개인 출판 출처]
↑""ALPAC: the (in)famous report"", John Hutchins, MT News International, no. 14, June 1996, pp. 9–12.
↑Crevier 1993, 146–148쪽harvnb 오류: 대상 없음: CITEREFCrevier1993 (도움말), see alsoBuchanan 2005, 56쪽harvnb 오류: 대상 없음: CITEREFBuchanan2005 (도움말): ""Early programs were ne",23,대상 없음이란 무엇인가요?,"대상 없음,도움말,전철홍,일에원본 문서,에서 보존된 문서"
150,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","CITEREFBuchanan2005 (도움말): ""Early programs were necessarily limited in scope by the size and speed of memory""
↑Koskenniemi, Kimmo(1983),《Two-level morphology: A general computational model of word-form recognition and production》(PDF), Department of General Linguistics,University of Helsinki, 2018년 12월 21일에원본 문서(PDF)에서 보존된 문서, 2020년 8월 20일에 확인함
↑Joshi, A. K., & Weinstein, S. (1981, August).Control of Inference: Role of Some Aspects of Discourse Structure-Centering. In IJCAI (pp. 385–387).",24,"자연어 처리 - 위키백과, 우리 모두의 백과사전에서 도움말은 어떤 역할을 하나요?","도움말,일에원본 문서,에서 보존된 문서,일에 확인함"
151,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","urse Structure-Centering. In IJCAI (pp. 385–387).
↑Guida, G.; Mauri, G. (July 1986).《Evaluation of natural language processing systems: Issues and approaches》.《Proceedings of the IEEE》74. 1026–1035쪽.Bibcode:1986IEEEP..74.1026G.doi:10.1109/PROC.1986.13580.ISSN1558-2256.S2CID30688575.
↑촘스키 언어학은 말뭉치언어학에서처럼 실제 데이터에서 발생하는 전형적인 현상에 대한 체계적인 조사보다는, 전형적으로 사고 실험을 통해 만들어진 이론적 모델의 한계를 압박하는 ""코너 케이스""(수학의병적현상과 비교 가능) 조사를 장려한다. 이러한 실제 데이터말뭉치의 생성과 사용은 자연어 처리를 위한 기계 학습 알고리즘의 근간이다.",25,촘스키 언어학은 말뭉치언어학에서처럼 실제 데이터에서 발생하는 전형적인 현상에 대한 체계적인 조사보다는이란 무엇인가요?,"촘스키 언어학은 말뭉치언어학에서처럼 실제 데이터에서 발생하는 전형적인 현상에 대한 체계적인 조사보다는,전형적으로 사고 실험을 통해 만들어진 이론적 모델의 한계를 압박하는,코너 케이스,수학의병적현상과 비교 가능,조사를 장려한다"
152,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","한 실제 데이터말뭉치의 생성과 사용은 자연어 처리를 위한 기계 학습 알고리즘의 근간이다. 또한 소위 ""자극의 빈곤"" 논쟁과 같은 촘스키 언어학의 이론적 근거는 기계 학습에서 전형적으로 사용되는 일반적인 학습 알고리즘이 언어 처리에서 성공할 수 없음을 수반한다. 결과적으로 촘스키 패러다임은 이러한 모델의 언어 처리 적용을 저해했다.
↑Bengio, Yoshua; Ducharme, Réjean; Vincent, Pascal; Janvin, Christian (2003년 3월 1일).《A neural probabilistic language model》.《The Journal of Machine Learning Research》3. 1137–1155쪽–ACM Digital Library 경유.
↑Mikolov, Tomáš; Karafiát, Martin; Burget, Lukáš; Černocký, Jan; Khudanpur, Sanjeev (2010년 9월 26일).〈Recurrent",26,실제 데이터말뭉치의 생성과 사용은 자연어 처리를 위한 기계 학습 알고리즘의 근간이다의 주요 특징은 무엇인가요?,"실제 데이터말뭉치의 생성과 사용은 자연어 처리를 위한 기계 학습 알고리즘의 근간이다,또한 소위,자극의 빈곤,논쟁과 같은 촘스키 언어학의 이론적 근거는 기계 학습에서 전형적으로 사용되는 일반적인 학습 알고리즘이 언어 처리에서 성공할,없음을 수반한다"
153,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","Jan; Khudanpur, Sanjeev (2010년 9월 26일).〈Recurrent neural network based language model〉(PDF)(영어).《Interspeech 2010》.《Proceedings of the 11th Annual Conference of the International Speech Communication Association, INTERSPEECH 2010》. 1045–1048쪽.doi:10.21437/Interspeech.2010-343.S2CID17048224.
↑Goldberg, Yoav (2016).《A Primer on Neural Network Models for Natural Language Processing》.《Journal of Artificial Intelligence Research》57. 345–420쪽.arXiv:1807.10854.doi:10.1613/jair.4992.S2CID8273530.",27,"자연어 처리 - 위키백과, 우리 모두의 백과사전에 대해 설명해주세요.","자연어 처리 - 위키백과, 우리 모두의 백과사전"
154,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","iv:1807.10854.doi:10.1613/jair.4992.S2CID8273530.
↑Goodfellow, Ian; Bengio, Yoshua; Courville, Aaron (2016).《Deep Learning》. MIT Press.
↑Jozefowicz, Rafal; Vinyals, Oriol; Schuster, Mike; Shazeer, Noam; Wu, Yonghui (2016).《Exploring the Limits of Language Modeling》.arXiv:1602.02410.Bibcode:2016arXiv160202410J.
↑Choe, Do Kook; Charniak, Eugene.《Parsing as Language Modeling》.《Emnlp 2016》. 2018년 10월 23일에원본 문서에서 보존된 문서. 2018년 10월 22일에 확인함.",28,일에원본 문서에서 보존된 문서에 대해 설명해주세요.,"일에원본 문서에서 보존된 문서,일에 확인함"
155,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","2018년 10월 23일에원본 문서에서 보존된 문서. 2018년 10월 22일에 확인함.
↑Vinyals, Oriol 외 (2014).《Grammar as a Foreign Language》(PDF).《Nips2015》.arXiv:1412.7449.Bibcode:2014arXiv1412.7449V.
↑Turchin, Alexander; Florez Builes, Luisa F. (2021년 3월 19일).《Using Natural Language Processing to Measure and Improve Quality of Diabetes Care: A Systematic Review》(영어).《Journal of Diabetes Science and Technology》15. 553–560쪽.doi:10.1177/19322968211000831.ISSN1932-2968.PMC8120048.PMID33736486.",29,일에원본 문서에서 보존된 문서이란 무엇인가요?,"일에원본 문서에서 보존된 문서,일에 확인함"
156,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","8211000831.ISSN1932-2968.PMC8120048.PMID33736486.
↑Lee, Jennifer; Yang, Samuel; Holland-Hall, Cynthia; Sezgin, Emre; Gill, Manjot; Linwood, Simon; Huang, Yungui; Hoffman, Jeffrey (2022년 6월 10일).《Prevalence of Sensitive Terms in Clinical Notes Using Natural Language Processing Techniques: Observational Study》(영어).《JMIR Medical Informatics》10.doi:10.2196/38482.ISSN2291-9694.PMC9233261.PMID35687381.지원되지 않는 변수 무시됨:|article-number=(도움말)",30,지원되지 않는 변수 무시됨에 대해 설명해주세요.,"지원되지 않는 변수 무시됨,도움말"
157,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","PMID35687381.지원되지 않는 변수 무시됨:|article-number=(도움말)
↑Winograd, Terry (1971).《Procedures as a Representation for Data in a Computer Program for Understanding Natural Language》(학위논문).
↑Schank, Roger C.; Abelson, Robert P. (1977).《Scripts, Plans, Goals, and Understanding: An Inquiry Into Human Knowledge Structures》. Hillsdale: Erlbaum.ISBN0-470-99033-3.
↑Mark Johnson. How the statistical revolution changes (computational) linguistics.Proceedings of the EACL 2009 Workshop on the Interaction between Li",31,지원되지 않는 변수 무시됨의 주요 특징은 무엇인가요?,"지원되지 않는 변수 무시됨,도움말,학위논문"
158,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","e EACL 2009 Workshop on the Interaction between Linguistics and Computational Linguistics.
↑Philip Resnik. Four revolutions.Language Log, February 5, 2011.
↑Socher, Richard.“Deep Learning For NLP-ACL 2012 Tutorial”.《www.socher.org》. 2021년 4월 14일에원본 문서에서 보존된 문서. 2020년 8월 17일에 확인함.This was an early Deep Learning tutorial at the ACL 2012 and met with both interest and (at the time) skepticism by most participants. Until then, neural learning was basically rejected because of its lack of statistical",32,일에원본 문서에서 보존된 문서에 대해 설명해주세요.,"일에원본 문서에서 보존된 문서,일에 확인함"
159,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","ically rejected because of its lack of statistical interpretability. Until 2015, deep learning had evolved into the major framework of NLP. [Link is broken, tryhttp://web.stanford.edu/class/cs224n/]
↑Segev, Elad (2022).《Semantic Network Analysis in Social Sciences》. London: Routledge.ISBN978-0-367-63652-4. 2021년 12월 5일에원본 문서에서 보존된 문서. 2021년 12월 5일에 확인함.
↑Yi, Chucai;Tian, Yingli(2012),“Assistive Text Reading from Complex Background for Blind Persons”(영어),《Camera-Based Document Analysis and Recogn",33,일에원본 문서에서 보존된 문서에 대해 설명해주세요.,"일에원본 문서에서 보존된 문서,일에 확인함"
160,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","ns”(영어),《Camera-Based Document Analysis and Recognition》, Lecture Notes in Computer Science (Springer Berlin Heidelberg)7139, 15–28쪽,CiteSeerX10.1.1.668.869,doi:10.1007/978-3-642-29364-1_2,ISBN978-3-642-29363-4
12“Natural Language Processing (NLP) - A Complete Guide”(영어).《www.deeplearning.ai》. 2023년 1월 11일. 2024년 5월 5일에 확인함.
↑《GeeksforGeeks. (n.d.). Tokenization in natural language processing (NLP). GeeksforGeeks.》.《Geeksforgeeks》. 2024년 6월 25일.",34,일에 확인함이란 무엇인가요?,일에 확인함
161,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","). GeeksforGeeks.》.《Geeksforgeeks》. 2024년 6월 25일.
↑“What is Natural Language Processing? Intro to NLP in Machine Learning”(미국 영어).《GyanSetu!》. 2020년 12월 6일. 2021년 1월 9일에 확인함.
↑Kishorjit, N.; Vidya, Raj RK.; Nirmal, Y.; Sivaji, B. (2012).《Manipuri Morpheme Identification》(PDF).《Proceedings of the 3rd Workshop on South and Southeast Asian Natural Language Processing (SANLP)》(COLING 2012, Mumbai, December 2012). 95–108쪽.",35,"자연어 처리 - 위키백과, 우리 모두의 백과사전에서 미국 영어은 어떤 역할을 하나요?","미국 영어,일에 확인함"
162,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","P)》(COLING 2012, Mumbai, December 2012). 95–108쪽.
↑Klein, Dan; Manning, Christopher D. (2002).《Natural language grammar induction using a constituent-context model》(PDF).《Advances in Neural Information Processing Systems》.
↑Kariampuzha, William; Alyea, Gioconda; Qu, Sue; Sanjak, Jaleal; Mathé, Ewy; Sid, Eric; Chatelaine, Haley; Yadaw, Arjun; Xu, Yanji; Zhu, Qian (2023).《Precision information extraction for rare disease epidemiology at scale》(영어).《Journal of Translational Medicine》21.",36,"자연어 처리 - 위키백과, 우리 모두의 백과사전에 대해 설명해주세요.","자연어 처리 - 위키백과, 우리 모두의 백과사전"
163,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","scale》(영어).《Journal of Translational Medicine》21. 157쪽.doi:10.1186/s12967-023-04011-y.PMC9972634.PMID36855134.
↑PASCAL Recognizing Textual Entailment Challenge (RTE-7)https://tac.nist.gov//2011/RTE/
↑Lippi, Marco; Torroni, Paolo (2016년 4월 20일).《Argumentation Mining: State of the Art and Emerging Trends》(영어).《ACM Transactions on Internet Technology》16. 1–25쪽.doi:10.1145/2850417.hdl:11585/523460.ISSN1533-5399.S2CID9561587.",37,"자연어 처리 - 위키백과, 우리 모두의 백과사전에 대해 설명해주세요.","자연어 처리 - 위키백과, 우리 모두의 백과사전"
164,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","0417.hdl:11585/523460.ISSN1533-5399.S2CID9561587.
↑“Argument Mining – IJCAI2016 Tutorial”.《www.i3s.unice.fr》. 2021년 4월 18일에원본 문서에서 보존된 문서. 2021년 3월 9일에 확인함.
↑“NLP Approaches to Computational Argumentation – ACL 2016, Berlin”(영국 영어). 2021년 3월 9일에 확인함.
↑Administration.“Centre for Language Technology (CLT)”(오스트레일리아 영어).《Macquarie University》. 2021년 1월 11일에 확인함.
↑“Shared Task: Grammatical Error Correction”.《www.comp.nus.edu.sg》. 2021년 1월 11일에 확인함.",38,일에 확인함의 주요 특징은 무엇인가요?,"일에 확인함,일에원본 문서에서 보존된 문서,영국 영어,오스트레일리아 영어"
165,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","ection”.《www.comp.nus.edu.sg》. 2021년 1월 11일에 확인함.
↑“Shared Task: Grammatical Error Correction”.《www.comp.nus.edu.sg》. 2021년 1월 11일에 확인함.
↑Duan, Yucong; Cruz, Christophe (2011).《Formalizing Semantic of Natural Language through Conceptualization from Existence》.《International Journal of Innovation, Management and Technology》2. 37–42쪽. 2011년 10월 9일에원본 문서에서 보존된 문서.
↑“U B U W E B:: Racter”.《www.ubu.com》. 2020년 8월 17일에 확인함.",39,일에 확인함이란 무엇인가요?,"일에 확인함,일에원본 문서에서 보존된 문서"
166,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","W E B:: Racter”.《www.ubu.com》. 2020년 8월 17일에 확인함.
↑Writer, Beta (2019).《Lithium-Ion Batteries》(영국 영어).doi:10.1007/978-3-030-16800-1.ISBN978-3-030-16799-8.S2CID155818532.
↑“Document Understanding AI on Google Cloud (Cloud Next '19) – YouTube”.《www.youtube.com》. 2019년 4월 11일. 2021년 10월 30일에원본 문서에서 보존된 문서. 2021년 1월 11일에 확인함.
↑Robertson, Adi (2022년 4월 6일).“OpenAI's DALL-E AI image generator can now edit pictures, too”(영어).《The Verge》. 2022년 6월 7일에 확인함.",40,일에 확인함이란 무엇인가요?,"일에 확인함,영국 영어,일에원본 문서에서 보존된 문서"
167,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","pictures, too”(영어).《The Verge》. 2022년 6월 7일에 확인함.
↑“The Stanford Natural Language Processing Group”.《nlp.stanford.edu》. 2022년 6월 7일에 확인함.
↑Coyne, Bob; Sproat, Richard (2001년 8월 1일).〈WordsEye〉.《Proceedings of the 28th annual conference on Computer graphics and interactive techniques》. SIGGRAPH '01. New York, NY, USA: Association for Computing Machinery. 487–496쪽.doi:10.1145/383259.383316.ISBN978-1-58113-374-5.S2CID3842372.",41,일에 확인함이란 무엇인가요?,일에 확인함
168,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","383259.383316.ISBN978-1-58113-374-5.S2CID3842372.
↑“Google announces AI advances in text-to-video, language translation, more”(미국 영어).《VentureBeat》. 2022년 11월 2일. 2022년 11월 9일에 확인함.
↑Vincent, James (2022년 9월 29일).“Meta's new text-to-video AI generator is like DALL-E for video”(미국 영어).《The Verge》. 2022년 11월 9일에 확인함.
↑“Previous shared tasks | CoNLL”.《www.conll.org》. 2021년 1월 11일에 확인함.
↑“Cognition”.《Lexico》.옥스퍼드 대학교 출판부andDictionary.com. 2020년 7월 15일에원본 문서에서 보존된 문서. 2020년 5월 6일에 확인함.",42,"자연어 처리 - 위키백과, 우리 모두의 백과사전에서 일에 확인함은 어떤 역할을 하나요?","일에 확인함,미국 영어,옥스퍼드 대학교 출판부,일에원본 문서에서 보존된 문서"
169,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","m. 2020년 7월 15일에원본 문서에서 보존된 문서. 2020년 5월 6일에 확인함.
↑“Ask the Cognitive Scientist”.《American Federation of Teachers》. 2014년 8월 8일.Cognitive science is an interdisciplinary field of researchers from Linguistics, psychology, neuroscience, philosophy, computer science, and anthropology that seek to understand the mind.
↑Robinson, Peter (2008).《Handbook of Cognitive Linguistics and Second Language Acquisition》. Routledge. 3–8쪽.ISBN978-0-805-85352-0.",43,"자연어 처리 - 위키백과, 우리 모두의 백과사전에서 일에원본 문서에서 보존된 문서은 어떤 역할을 하나요?","일에원본 문서에서 보존된 문서,일에 확인함"
170,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","uisition》. Routledge. 3–8쪽.ISBN978-0-805-85352-0.
↑Lakoff, George (1999).《Philosophy in the Flesh: The Embodied Mind and Its Challenge to Western Philosophy; Appendix: The Neural Theory of Language Paradigm》. New York Basic Books. 569–583쪽.ISBN978-0-465-05674-3.
↑Strauss, Claudia (1999).《A Cognitive Theory of Cultural Meaning》. Cambridge University Press. 156–164쪽.ISBN978-0-521-59541-4.
↑USpatent 9269353
↑“Universal Conceptual Cognitive Annotation (UCCA)”(미국 영어).《Universal Conceptual Cognitive A",44,미국 영어의 주요 특징은 무엇인가요?,미국 영어
171,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전","n (UCCA)”(미국 영어).《Universal Conceptual Cognitive Annotation (UCCA)》. 2021년 1월 11일에 확인함.
↑“Fluid Construction Grammar – A fully operational processing system for construction grammars”(미국 영어). 2021년 1월 11일에 확인함.
↑“ACL Member Portal | The Association for Computational Linguistics Member Portal”.《www.aclweb.org》. 2021년 1월 11일에 확인함.
↑“Chunks and Rules”(영어).《W3C》. 2021년 1월 11일에 확인함.
↑Socher, Richard; Karpathy, Andrej; Le, Quoc V.; Manning, Christopher D.; Ng, Andrew Y.",45,"자연어 처리 - 위키백과, 우리 모두의 백과사전에서 일에 확인함은 어떤 역할을 하나요?","일에 확인함,미국 영어"
172,https://ko.wikipedia.org/wiki/%EC%9E%90%EC%97%B0%EC%96%B4_%EC%B2%98%EB%A6%AC,"자연어 처리 - 위키백과, 우리 모두의 백과사전",", Quoc V.; Manning, Christopher D.; Ng, Andrew Y. (2014).《Grounded Compositional Semantics for Finding and Describing Images with Sentences》.《Transactions of the Association for Computational Linguistics》2. 207–218쪽.doi:10.1162/tacl_a_00177.S2CID2317858.
↑Friston, Karl J. (2022).《Active Inference: The Free Energy Principle in Mind, Brain, and Behavior; Chapter 4 The Generative Models of Active Inference》. The MIT Press.ISBN978-0-262-36997-8.",46,"자연어 처리 - 위키백과, 우리 모두의 백과사전에 대해 설명해주세요.","자연어 처리 - 위키백과, 우리 모두의 백과사전"
